county,year_month,organism,drug,n_tested,n_susceptible,pct_susceptible
Utah,2025-04,Streptococcus pneumoniae,Amoxicillin,21,19,90.5
Utah,2025-04,Streptococcus pneumoniae,Azithromycin,21,12,57.1
Utah,2025-04,Streptococcus pneumoniae,Ceftriaxone,21,20,95.2
Utah,2025-04,Streptococcus pneumoniae,Doxycycline,21,18,85.7
Utah,2025-04,Streptococcus pneumoniae,Levofloxacin,21,20,95.2
Utah,2025-04,Streptococcus pneumoniae,Penicillin,21,16,76.2
Utah,2025-05,Enterococcus species,Ampicillin,72,42,58.3
Utah,2025-05,Enterococcus species,Linezolid,72,67,93.1
Utah,2025-05,Enterococcus species,Nitrofurantoin,72,60,83.3
Utah,2025-05,Enterococcus species,Vancomycin,72,60,83.3
Utah,2025-05,Escherichia coli,Amoxicillin-Clavulanate,365,235,64.4
Utah,2025-05,Escherichia coli,Ampicillin,365,141,38.6
Utah,2025-05,Escherichia coli,Ceftriaxone,365,319,87.4
Utah,2025-05,Escherichia coli,Ciprofloxacin,365,274,75.1
Utah,2025-05,Escherichia coli,Fosfomycin,365,337,92.3
Utah,2025-05,Escherichia coli,Nitrofurantoin,365,329,90.1
Utah,2025-05,Escherichia coli,TMP-SMX,365,264,72.3
Utah,2025-05,Haemophilus influenzae,Amoxicillin,20,12,60.0
Utah,2025-05,Haemophilus influenzae,Amoxicillin-Clavulanate,20,19,95.0
Utah,2025-05,Haemophilus influenzae,Azithromycin,20,19,95.0
Utah,2025-05,Haemophilus influenzae,Ceftriaxone,20,20,100.0
Utah,2025-05,Haemophilus influenzae,Doxycycline,20,20,100.0
Utah,2025-05,Klebsiella pneumoniae,Amoxicillin-Clavulanate,98,73,74.5
Utah,2025-05,Klebsiella pneumoniae,Ceftriaxone,98,83,84.7
Utah,2025-05,Klebsiella pneumoniae,Ciprofloxacin,98,82,83.7
Utah,2025-05,Klebsiella pneumoniae,Ertapenem,98,94,95.9
Utah,2025-05,Klebsiella pneumoniae,Nitrofurantoin,98,35,35.7
Utah,2025-05,MRSA,Clindamycin,58,36,62.1
Utah,2025-05,MRSA,Doxycycline,58,55,94.8
Utah,2025-05,MRSA,Linezolid,58,55,94.8
Utah,2025-05,MRSA,TMP-SMX,58,48,82.8
Utah,2025-05,MRSA,Vancomycin,58,57,98.3
Utah,2025-05,Pseudomonas aeruginosa,Cefepime,79,66,83.5
Utah,2025-05,Pseudomonas aeruginosa,Ceftazidime,79,63,79.7
Utah,2025-05,Pseudomonas aeruginosa,Ciprofloxacin,79,57,72.2
Utah,2025-05,Pseudomonas aeruginosa,Meropenem,79,63,79.7
Utah,2025-05,Pseudomonas aeruginosa,Piperacillin-Tazobactam,79,65,82.3
Utah,2025-05,Staphylococcus aureus,Cephalexin,101,93,92.1
Utah,2025-05,Staphylococcus aureus,Clindamycin,101,81,80.2
Utah,2025-05,Staphylococcus aureus,Doxycycline,101,93,92.1
Utah,2025-05,Staphylococcus aureus,Oxacillin,101,97,96.0
Utah,2025-05,Staphylococcus aureus,TMP-SMX,101,96,95.0
Utah,2025-05,Staphylococcus aureus,Vancomycin,101,98,97.0
Utah,2025-05,Streptococcus pneumoniae,Amoxicillin,21,17,81.0
Utah,2025-05,Streptococcus pneumoniae,Azithromycin,21,11,52.4
Utah,2025-05,Streptococcus pneumoniae,Ceftriaxone,21,17,81.0
Utah,2025-05,Streptococcus pneumoniae,Doxycycline,21,18,85.7
Utah,2025-05,Streptococcus pneumoniae,Levofloxacin,21,19,90.5
Utah,2025-05,Streptococcus pneumoniae,Penicillin,21,17,81.0
Utah,2025-06,Enterococcus species,Ampicillin,94,58,61.7
Utah,2025-06,Enterococcus species,Linezolid,94,91,96.8
Utah,2025-06,Enterococcus species,Nitrofurantoin,94,83,88.3
Utah,2025-06,Enterococcus species,Vancomycin,94,82,87.2
Utah,2025-06,Escherichia coli,Amoxicillin-Clavulanate,381,260,68.2
Utah,2025-06,Escherichia coli,Ampicillin,381,161,42.3
Utah,2025-06,Escherichia coli,Ceftriaxone,381,338,88.7
Utah,2025-06,Escherichia coli,Ciprofloxacin,381,268,70.3
Utah,2025-06,Escherichia coli,Fosfomycin,381,347,91.1
Utah,2025-06,Escherichia coli,Nitrofurantoin,381,336,88.2
Utah,2025-06,Escherichia coli,TMP-SMX,381,272,71.4
Utah,2025-06,Haemophilus influenzae,Amoxicillin,12,7,58.3
Utah,2025-06,Haemophilus influenzae,Amoxicillin-Clavulanate,12,10,83.3
Utah,2025-06,Haemophilus influenzae,Azithromycin,12,11,91.7
Utah,2025-06,Haemophilus influenzae,Ceftriaxone,12,12,100.0
Utah,2025-06,Haemophilus influenzae,Doxycycline,12,11,91.7
Utah,2025-06,Klebsiella pneumoniae,Amoxicillin-Clavulanate,101,73,72.3
Utah,2025-06,Klebsiella pneumoniae,Ceftriaxone,101,82,81.2
Utah,2025-06,Klebsiella pneumoniae,Ciprofloxacin,101,80,79.2
Utah,2025-06,Klebsiella pneumoniae,Ertapenem,101,91,90.1
Utah,2025-06,Klebsiella pneumoniae,Nitrofurantoin,101,34,33.7
Utah,2025-06,MRSA,Clindamycin,65,36,55.4
Utah,2025-06,MRSA,Doxycycline,65,62,95.4
Utah,2025-06,MRSA,Linezolid,65,63,96.9
Utah,2025-06,MRSA,TMP-SMX,65,53,81.5
Utah,2025-06,MRSA,Vancomycin,65,64,98.5
Utah,2025-06,Pseudomonas aeruginosa,Cefepime,86,70,81.4
Utah,2025-06,Pseudomonas aeruginosa,Ceftazidime,86,80,93.0
Utah,2025-06,Pseudomonas aeruginosa,Ciprofloxacin,86,60,69.8
Utah,2025-06,Pseudomonas aeruginosa,Meropenem,86,69,80.2
Utah,2025-06,Pseudomonas aeruginosa,Piperacillin-Tazobactam,86,67,77.9
Utah,2025-06,Staphylococcus aureus,Cephalexin,110,100,90.9
Utah,2025-06,Staphylococcus aureus,Clindamycin,110,91,82.7
Utah,2025-06,Staphylococcus aureus,Doxycycline,110,101,91.8
Utah,2025-06,Staphylococcus aureus,Oxacillin,110,105,95.5
Utah,2025-06,Staphylococcus aureus,TMP-SMX,110,107,97.3
Utah,2025-06,Staphylococcus aureus,Vancomycin,110,109,99.1
Utah,2025-06,Streptococcus pneumoniae,Amoxicillin,19,17,89.5
Utah,2025-06,Streptococcus pneumoniae,Azithromycin,19,12,63.2
Utah,2025-06,Streptococcus pneumoniae,Ceftriaxone,19,18,94.7
Utah,2025-06,Streptococcus pneumoniae,Doxycycline,19,17,89.5
Utah,2025-06,Streptococcus pneumoniae,Levofloxacin,19,18,94.7
Utah,2025-06,Streptococcus pneumoniae,Penicillin,19,14,73.7
Utah,2025-07,Enterococcus species,Ampicillin,79,58,73.4
Utah,2025-07,Enterococcus species,Linezolid,79,75,94.9
Utah,2025-07,Enterococcus species,Nitrofurantoin,79,61,77.2
Utah,2025-07,Enterococcus species,Vancomycin,79,67,84.8
Utah,2025-07,Escherichia coli,Amoxicillin-Clavulanate,373,232,62.2
Utah,2025-07,Escherichia coli,Ampicillin,373,162,43.4
Utah,2025-07,Escherichia coli,Ceftriaxone,373,328,87.9
Utah,2025-07,Escherichia coli,Ciprofloxacin,373,246,66.0
Utah,2025-07,Escherichia coli,Fosfomycin,373,345,92.5
Utah,2025-07,Escherichia coli,Nitrofurantoin,373,346,92.8
Utah,2025-07,Escherichia coli,TMP-SMX,373,276,74.0
Utah,2025-07,Haemophilus influenzae,Amoxicillin,19,15,78.9
Utah,2025-07,Haemophilus influenzae,Amoxicillin-Clavulanate,19,16,84.2
Utah,2025-07,Haemophilus influenzae,Azithromycin,19,16,84.2
Utah,2025-07,Haemophilus influenzae,Ceftriaxone,19,18,94.7
Utah,2025-07,Haemophilus influenzae,Doxycycline,19,16,84.2
Utah,2025-07,Klebsiella pneumoniae,Amoxicillin-Clavulanate,90,63,70.0
Utah,2025-07,Klebsiella pneumoniae,Ceftriaxone,90,74,82.2
Utah,2025-07,Klebsiella pneumoniae,Ciprofloxacin,90,70,77.8
Utah,2025-07,Klebsiella pneumoniae,Ertapenem,90,85,94.4
Utah,2025-07,Klebsiella pneumoniae,Nitrofurantoin,90,33,36.7
Utah,2025-07,MRSA,Clindamycin,67,32,47.8
Utah,2025-07,MRSA,Doxycycline,67,61,91.0
Utah,2025-07,MRSA,Linezolid,67,60,89.6
Utah,2025-07,MRSA,TMP-SMX,67,58,86.6
Utah,2025-07,MRSA,Vancomycin,67,60,89.6
Utah,2025-07,Pseudomonas aeruginosa,Cefepime,99,80,80.8
Utah,2025-07,Pseudomonas aeruginosa,Ceftazidime,99,85,85.9
Utah,2025-07,Pseudomonas aeruginosa,Ciprofloxacin,99,79,79.8
Utah,2025-07,Pseudomonas aeruginosa,Meropenem,99,75,75.8
Utah,2025-07,Pseudomonas aeruginosa,Piperacillin-Tazobactam,99,76,76.8
Utah,2025-07,Staphylococcus aureus,Cephalexin,100,94,94.0
Utah,2025-07,Staphylococcus aureus,Clindamycin,100,76,76.0
Utah,2025-07,Staphylococcus aureus,Doxycycline,100,96,96.0
Utah,2025-07,Staphylococcus aureus,Oxacillin,100,97,97.0
Utah,2025-07,Staphylococcus aureus,TMP-SMX,100,94,94.0
Utah,2025-07,Staphylococcus aureus,Vancomycin,100,96,96.0
Utah,2025-07,Streptococcus pneumoniae,Amoxicillin,20,16,80.0
Utah,2025-07,Streptococcus pneumoniae,Azithromycin,20,12,60.0
Utah,2025-07,Streptococcus pneumoniae,Ceftriaxone,20,19,95.0
Utah,2025-07,Streptococcus pneumoniae,Doxycycline,20,15,75.0
Utah,2025-07,Streptococcus pneumoniae,Levofloxacin,20,19,95.0
Utah,2025-07,Streptococcus pneumoniae,Penicillin,20,15,75.0
Utah,2025-08,Enterococcus species,Ampicillin,76,57,75.0
Utah,2025-08,Enterococcus species,Linezolid,76,72,94.7
Utah,2025-08,Enterococcus species,Nitrofurantoin,76,56,73.7
Utah,2025-08,Enterococcus species,Vancomycin,76,61,80.3
Utah,2025-08,Escherichia coli,Amoxicillin-Clavulanate,389,242,62.2
Utah,2025-08,Escherichia coli,Ampicillin,389,168,43.2
Utah,2025-08,Escherichia coli,Ceftriaxone,389,347,89.2
Utah,2025-08,Escherichia coli,Ciprofloxacin,389,269,69.2
Utah,2025-08,Escherichia coli,Fosfomycin,389,356,91.5
Utah,2025-08,Escherichia coli,Nitrofurantoin,389,357,91.8
Utah,2025-08,Escherichia coli,TMP-SMX,389,279,71.7
Utah,2025-08,Haemophilus influenzae,Amoxicillin,22,17,77.3
Utah,2025-08,Haemophilus influenzae,Amoxicillin-Clavulanate,22,21,95.5
Utah,2025-08,Haemophilus influenzae,Azithromycin,22,17,77.3
Utah,2025-08,Haemophilus influenzae,Ceftriaxone,22,21,95.5
Utah,2025-08,Haemophilus influenzae,Doxycycline,22,17,77.3
Utah,2025-08,Klebsiella pneumoniae,Amoxicillin-Clavulanate,103,77,74.8
Utah,2025-08,Klebsiella pneumoniae,Ceftriaxone,103,88,85.4
Utah,2025-08,Klebsiella pneumoniae,Ciprofloxacin,103,80,77.7
Utah,2025-08,Klebsiella pneumoniae,Ertapenem,103,95,92.2
Utah,2025-08,Klebsiella pneumoniae,Nitrofurantoin,103,35,34.0
Utah,2025-08,MRSA,Clindamycin,58,41,70.7
Utah,2025-08,MRSA,Doxycycline,58,54,93.1
Utah,2025-08,MRSA,Linezolid,58,56,96.6
Utah,2025-08,MRSA,TMP-SMX,58,50,86.2
Utah,2025-08,MRSA,Vancomycin,58,55,94.8
Utah,2025-08,Pseudomonas aeruginosa,Cefepime,70,52,74.3
Utah,2025-08,Pseudomonas aeruginosa,Ceftazidime,70,59,84.3
Utah,2025-08,Pseudomonas aeruginosa,Ciprofloxacin,70,47,67.1
Utah,2025-08,Pseudomonas aeruginosa,Meropenem,70,55,78.6
Utah,2025-08,Pseudomonas aeruginosa,Piperacillin-Tazobactam,70,58,82.9
Utah,2025-08,Staphylococcus aureus,Cephalexin,97,93,95.9
Utah,2025-08,Staphylococcus aureus,Clindamycin,97,80,82.5
Utah,2025-08,Staphylococcus aureus,Doxycycline,97,89,91.8
Utah,2025-08,Staphylococcus aureus,Oxacillin,97,95,97.9
Utah,2025-08,Staphylococcus aureus,TMP-SMX,97,92,94.8
Utah,2025-08,Staphylococcus aureus,Vancomycin,97,95,97.9
Utah,2025-08,Streptococcus pneumoniae,Amoxicillin,20,14,70.0
Utah,2025-08,Streptococcus pneumoniae,Azithromycin,20,10,50.0
Utah,2025-08,Streptococcus pneumoniae,Ceftriaxone,20,18,90.0
Utah,2025-08,Streptococcus pneumoniae,Doxycycline,20,17,85.0
Utah,2025-08,Streptococcus pneumoniae,Levofloxacin,20,18,90.0
Utah,2025-08,Streptococcus pneumoniae,Penicillin,20,11,55.0
Utah,2025-09,Enterococcus species,Ampicillin,81,50,61.7
Utah,2025-09,Enterococcus species,Linezolid,81,75,92.6
Utah,2025-09,Enterococcus species,Nitrofurantoin,81,70,86.4
Utah,2025-09,Enterococcus species,Vancomycin,81,53,65.4
Utah,2025-09,Escherichia coli,Amoxicillin-Clavulanate,388,249,64.2
Utah,2025-09,Escherichia coli,Ampicillin,388,160,41.2
Utah,2025-09,Escherichia coli,Ceftriaxone,388,339,87.4
Utah,2025-09,Escherichia coli,Ciprofloxacin,388,271,69.8
Utah,2025-09,Escherichia coli,Fosfomycin,388,362,93.3
Utah,2025-09,Escherichia coli,Nitrofurantoin,388,358,92.3
Utah,2025-09,Escherichia coli,TMP-SMX,388,280,72.2
Utah,2025-09,Haemophilus influenzae,Amoxicillin,23,19,82.6
Utah,2025-09,Haemophilus influenzae,Amoxicillin-Clavulanate,23,22,95.7
Utah,2025-09,Haemophilus influenzae,Azithromycin,23,18,78.3
Utah,2025-09,Haemophilus influenzae,Ceftriaxone,23,22,95.7
Utah,2025-09,Haemophilus influenzae,Doxycycline,23,21,91.3
Utah,2025-09,Klebsiella pneumoniae,Amoxicillin-Clavulanate,112,81,72.3
Utah,2025-09,Klebsiella pneumoniae,Ceftriaxone,112,97,86.6
Utah,2025-09,Klebsiella pneumoniae,Ciprofloxacin,112,92,82.1
Utah,2025-09,Klebsiella pneumoniae,Ertapenem,112,100,89.3
Utah,2025-09,Klebsiella pneumoniae,Nitrofurantoin,112,45,40.2
Utah,2025-09,MRSA,Clindamycin,56,33,58.9
Utah,2025-09,MRSA,Doxycycline,56,54,96.4
Utah,2025-09,MRSA,Linezolid,56,55,98.2
Utah,2025-09,MRSA,TMP-SMX,56,50,89.3
Utah,2025-09,MRSA,Vancomycin,56,56,100.0
Utah,2025-09,Pseudomonas aeruginosa,Cefepime,99,80,80.8
Utah,2025-09,Pseudomonas aeruginosa,Ceftazidime,99,87,87.9
Utah,2025-09,Pseudomonas aeruginosa,Ciprofloxacin,99,72,72.7
Utah,2025-09,Pseudomonas aeruginosa,Meropenem,99,77,77.8
Utah,2025-09,Pseudomonas aeruginosa,Piperacillin-Tazobactam,99,88,88.9
Utah,2025-09,Staphylococcus aureus,Cephalexin,132,126,95.5
Utah,2025-09,Staphylococcus aureus,Clindamycin,132,111,84.1
Utah,2025-09,Staphylococcus aureus,Doxycycline,132,128,97.0
Utah,2025-09,Staphylococcus aureus,Oxacillin,132,127,96.2
Utah,2025-09,Staphylococcus aureus,TMP-SMX,132,127,96.2
Utah,2025-09,Staphylococcus aureus,Vancomycin,132,126,95.5
Utah,2025-09,Streptococcus pneumoniae,Amoxicillin,33,27,81.8
Utah,2025-09,Streptococcus pneumoniae,Azithromycin,33,20,60.6
Utah,2025-09,Streptococcus pneumoniae,Ceftriaxone,33,30,90.9
Utah,2025-09,Streptococcus pneumoniae,Doxycycline,33,29,87.9
Utah,2025-09,Streptococcus pneumoniae,Levofloxacin,33,29,87.9
Utah,2025-09,Streptococcus pneumoniae,Penicillin,33,24,72.7
Utah,2025-10,Enterococcus species,Ampicillin,74,49,66.2
Utah,2025-10,Enterococcus species,Linezolid,74,71,95.9
Utah,2025-10,Enterococcus species,Nitrofurantoin,74,51,68.9
Utah,2025-10,Enterococcus species,Vancomycin,74,57,77.0
Utah,2025-10,Escherichia coli,Amoxicillin-Clavulanate,365,236,64.7
Utah,2025-10,Escherichia coli,Ampicillin,365,164,44.9
Utah,2025-10,Escherichia coli,Ceftriaxone,365,311,85.2
Utah,2025-10,Escherichia coli,Ciprofloxacin,365,254,69.6
Utah,2025-10,Escherichia coli,Fosfomycin,365,331,90.7
Utah,2025-10,Escherichia coli,Nitrofurantoin,365,329,90.1
Utah,2025-10,Escherichia coli,TMP-SMX,365,270,74.0
Utah,2025-10,Haemophilus influenzae,Amoxicillin,22,14,63.6
Utah,2025-10,Haemophilus influenzae,Amoxicillin-Clavulanate,22,20,90.9
Utah,2025-10,Haemophilus influenzae,Azithromycin,22,18,81.8
Utah,2025-10,Haemophilus influenzae,Ceftriaxone,22,22,100.0
Utah,2025-10,Haemophilus influenzae,Doxycycline,22,20,90.9
Utah,2025-10,Klebsiella pneumoniae,Amoxicillin-Clavulanate,100,73,73.0
Utah,2025-10,Klebsiella pneumoniae,Ceftriaxone,100,85,85.0
Utah,2025-10,Klebsiella pneumoniae,Ciprofloxacin,100,76,76.0
Utah,2025-10,Klebsiella pneumoniae,Ertapenem,100,94,94.0
Utah,2025-10,Klebsiella pneumoniae,Nitrofurantoin,100,33,33.0
Utah,2025-10,MRSA,Clindamycin,57,36,63.2
Utah,2025-10,MRSA,Doxycycline,57,52,91.2
Utah,2025-10,MRSA,Linezolid,57,54,94.7
Utah,2025-10,MRSA,TMP-SMX,57,50,87.7
Utah,2025-10,MRSA,Vancomycin,57,54,94.7
Utah,2025-10,Pseudomonas aeruginosa,Cefepime,109,81,74.3
Utah,2025-10,Pseudomonas aeruginosa,Ceftazidime,109,92,84.4
Utah,2025-10,Pseudomonas aeruginosa,Ciprofloxacin,109,82,75.2
Utah,2025-10,Pseudomonas aeruginosa,Meropenem,109,94,86.2
Utah,2025-10,Pseudomonas aeruginosa,Piperacillin-Tazobactam,109,91,83.5
Utah,2025-10,Staphylococcus aureus,Cephalexin,120,112,93.3
Utah,2025-10,Staphylococcus aureus,Clindamycin,120,95,79.2
Utah,2025-10,Staphylococcus aureus,Doxycycline,120,109,90.8
Utah,2025-10,Staphylococcus aureus,Oxacillin,120,111,92.5
Utah,2025-10,Staphylococcus aureus,TMP-SMX,120,114,95.0
Utah,2025-10,Staphylococcus aureus,Vancomycin,120,114,95.0
Utah,2025-10,Streptococcus pneumoniae,Amoxicillin,27,25,92.6
Utah,2025-10,Streptococcus pneumoniae,Azithromycin,27,16,59.3
Utah,2025-10,Streptococcus pneumoniae,Ceftriaxone,27,24,88.9
Utah,2025-10,Streptococcus pneumoniae,Doxycycline,27,20,74.1
Utah,2025-10,Streptococcus pneumoniae,Levofloxacin,27,23,85.2
Utah,2025-10,Streptococcus pneumoniae,Penicillin,27,20,74.1
Utah,2025-11,Enterococcus species,Ampicillin,98,67,68.4
Utah,2025-11,Enterococcus species,Linezolid,98,94,95.9
Utah,2025-11,Enterococcus species,Nitrofurantoin,98,82,83.7
Utah,2025-11,Enterococcus species,Vancomycin,98,81,82.7
Utah,2025-11,Escherichia coli,Amoxicillin-Clavulanate,357,234,65.5
Utah,2025-11,Escherichia coli,Ampicillin,357,150,42.0
Utah,2025-11,Escherichia coli,Ceftriaxone,357,305,85.4
Utah,2025-11,Escherichia coli,Ciprofloxacin,357,253,70.9
Utah,2025-11,Escherichia coli,Fosfomycin,357,339,95.0
Utah,2025-11,Escherichia coli,Nitrofurantoin,357,311,87.1
Utah,2025-11,Escherichia coli,TMP-SMX,357,259,72.5
Utah,2025-11,Haemophilus influenzae,Amoxicillin,38,23,60.5
Utah,2025-11,Haemophilus influenzae,Amoxicillin-Clavulanate,38,35,92.1
Utah,2025-11,Haemophilus influenzae,Azithromycin,38,30,78.9
Utah,2025-11,Haemophilus influenzae,Ceftriaxone,38,36,94.7
Utah,2025-11,Haemophilus influenzae,Doxycycline,38,31,81.6
Utah,2025-11,Klebsiella pneumoniae,Amoxicillin-Clavulanate,118,81,68.6
Utah,2025-11,Klebsiella pneumoniae,Ceftriaxone,118,93,78.8
Utah,2025-11,Klebsiella pneumoniae,Ciprofloxacin,118,92,78.0
Utah,2025-11,Klebsiella pneumoniae,Ertapenem,118,108,91.5
Utah,2025-11,Klebsiella pneumoniae,Nitrofurantoin,118,42,35.6
Utah,2025-11,MRSA,Clindamycin,66,41,62.1
Utah,2025-11,MRSA,Doxycycline,66,59,89.4
Utah,2025-11,MRSA,Linezolid,66,62,93.9
Utah,2025-11,MRSA,TMP-SMX,66,57,86.4
Utah,2025-11,MRSA,Vancomycin,66,66,100.0
Utah,2025-11,Pseudomonas aeruginosa,Cefepime,110,82,74.5
Utah,2025-11,Pseudomonas aeruginosa,Ceftazidime,110,91,82.7
Utah,2025-11,Pseudomonas aeruginosa,Ciprofloxacin,110,75,68.2
Utah,2025-11,Pseudomonas aeruginosa,Meropenem,110,88,80.0
Utah,2025-11,Pseudomonas aeruginosa,Piperacillin-Tazobactam,110,93,84.5
Utah,2025-11,Staphylococcus aureus,Cephalexin,121,115,95.0
Utah,2025-11,Staphylococcus aureus,Clindamycin,121,90,74.4
Utah,2025-11,Staphylococcus aureus,Doxycycline,121,110,90.9
Utah,2025-11,Staphylococcus aureus,Oxacillin,121,110,90.9
Utah,2025-11,Staphylococcus aureus,TMP-SMX,121,110,90.9
Utah,2025-11,Staphylococcus aureus,Vancomycin,121,114,94.2
Utah,2025-11,Streptococcus pneumoniae,Amoxicillin,45,43,95.6
Utah,2025-11,Streptococcus pneumoniae,Azithromycin,45,23,51.1
Utah,2025-11,Streptococcus pneumoniae,Ceftriaxone,45,40,88.9
Utah,2025-11,Streptococcus pneumoniae,Doxycycline,45,37,82.2
Utah,2025-11,Streptococcus pneumoniae,Levofloxacin,45,40,88.9
Utah,2025-11,Streptococcus pneumoniae,Penicillin,45,36,80.0
Utah,2025-12,Enterococcus species,Ampicillin,89,52,58.4
Utah,2025-12,Enterococcus species,Linezolid,89,84,94.4
Utah,2025-12,Enterococcus species,Nitrofurantoin,89,69,77.5
Utah,2025-12,Enterococcus species,Vancomycin,89,80,89.9
Utah,2025-12,Escherichia coli,Amoxicillin-Clavulanate,376,249,66.2
Utah,2025-12,Escherichia coli,Ampicillin,376,161,42.8
Utah,2025-12,Escherichia coli,Ceftriaxone,376,316,84.0
Utah,2025-12,Escherichia coli,Ciprofloxacin,376,267,71.0
Utah,2025-12,Escherichia coli,Fosfomycin,376,348,92.6
Utah,2025-12,Escherichia coli,Nitrofurantoin,376,338,89.9
Utah,2025-12,Escherichia coli,TMP-SMX,376,266,70.7
Utah,2025-12,Haemophilus influenzae,Amoxicillin,24,15,62.5
Utah,2025-12,Haemophilus influenzae,Amoxicillin-Clavulanate,24,22,91.7
Utah,2025-12,Haemophilus influenzae,Azithromycin,24,20,83.3
Utah,2025-12,Haemophilus influenzae,Ceftriaxone,24,22,91.7
Utah,2025-12,Haemophilus influenzae,Doxycycline,24,23,95.8
Utah,2025-12,Klebsiella pneumoniae,Amoxicillin-Clavulanate,124,93,75.0
Utah,2025-12,Klebsiella pneumoniae,Ceftriaxone,124,100,80.6
Utah,2025-12,Klebsiella pneumoniae,Ciprofloxacin,124,97,78.2
Utah,2025-12,Klebsiella pneumoniae,Ertapenem,124,120,96.8
Utah,2025-12,Klebsiella pneumoniae,Nitrofurantoin,124,47,37.9
Utah,2025-12,MRSA,Clindamycin,70,44,62.9
Utah,2025-12,MRSA,Doxycycline,70,62,88.6
Utah,2025-12,MRSA,Linezolid,70,66,94.3
Utah,2025-12,MRSA,TMP-SMX,70,61,87.1
Utah,2025-12,MRSA,Vancomycin,70,69,98.6
Utah,2025-12,Pseudomonas aeruginosa,Cefepime,116,86,74.1
Utah,2025-12,Pseudomonas aeruginosa,Ceftazidime,116,99,85.3
Utah,2025-12,Pseudomonas aeruginosa,Ciprofloxacin,116,80,69.0
Utah,2025-12,Pseudomonas aeruginosa,Meropenem,116,95,81.9
Utah,2025-12,Pseudomonas aeruginosa,Piperacillin-Tazobactam,116,94,81.0
Utah,2025-12,Staphylococcus aureus,Cephalexin,132,125,94.7
Utah,2025-12,Staphylococcus aureus,Clindamycin,132,109,82.6
Utah,2025-12,Staphylococcus aureus,Doxycycline,132,123,93.2
Utah,2025-12,Staphylococcus aureus,Oxacillin,132,129,97.7
Utah,2025-12,Staphylococcus aureus,TMP-SMX,132,123,93.2
Utah,2025-12,Staphylococcus aureus,Vancomycin,132,123,93.2
Utah,2025-12,Streptococcus pneumoniae,Amoxicillin,44,34,77.3
Utah,2025-12,Streptococcus pneumoniae,Azithromycin,44,25,56.8
Utah,2025-12,Streptococcus pneumoniae,Ceftriaxone,44,39,88.6
Utah,2025-12,Streptococcus pneumoniae,Doxycycline,44,34,77.3
Utah,2025-12,Streptococcus pneumoniae,Levofloxacin,44,40,90.9
Utah,2025-12,Streptococcus pneumoniae,Penicillin,44,30,68.2
Utah,2026-01,Enterococcus species,Ampicillin,67,45,67.2
Utah,2026-01,Enterococcus species,Linezolid,67,64,95.5
Utah,2026-01,Enterococcus species,Nitrofurantoin,67,53,79.1
Utah,2026-01,Enterococcus species,Vancomycin,67,56,83.6
Utah,2026-01,Escherichia coli,Amoxicillin-Clavulanate,366,222,60.7
Utah,2026-01,Escherichia coli,Ampicillin,366,155,42.3
Utah,2026-01,Escherichia coli,Ceftriaxone,366,324,88.5
Utah,2026-01,Escherichia coli,Ciprofloxacin,366,227,62.0
Utah,2026-01,Escherichia coli,Fosfomycin,366,344,94.0
Utah,2026-01,Escherichia coli,Nitrofurantoin,366,330,90.2
Utah,2026-01,Escherichia coli,TMP-SMX,366,276,75.4
Utah,2026-01,Haemophilus influenzae,Amoxicillin,33,23,69.7
Utah,2026-01,Haemophilus influenzae,Amoxicillin-Clavulanate,33,28,84.8
Utah,2026-01,Haemophilus influenzae,Azithromycin,33,29,87.9
Utah,2026-01,Haemophilus influenzae,Ceftriaxone,33,32,97.0
Utah,2026-01,Haemophilus influenzae,Doxycycline,33,32,97.0
Utah,2026-01,Klebsiella pneumoniae,Amoxicillin-Clavulanate,115,86,74.8
Utah,2026-01,Klebsiella pneumoniae,Ceftriaxone,115,94,81.7
Utah,2026-01,Klebsiella pneumoniae,Ciprofloxacin,115,85,73.9
Utah,2026-01,Klebsiella pneumoniae,Ertapenem,115,106,92.2
Utah,2026-01,Klebsiella pneumoniae,Nitrofurantoin,115,49,42.6
Utah,2026-01,MRSA,Clindamycin,57,35,61.4
Utah,2026-01,MRSA,Doxycycline,57,53,93.0
Utah,2026-01,MRSA,Linezolid,57,55,96.5
Utah,2026-01,MRSA,TMP-SMX,57,51,89.5
Utah,2026-01,MRSA,Vancomycin,57,55,96.5
Utah,2026-01,Pseudomonas aeruginosa,Cefepime,94,84,89.4
Utah,2026-01,Pseudomonas aeruginosa,Ceftazidime,94,77,81.9
Utah,2026-01,Pseudomonas aeruginosa,Ciprofloxacin,94,71,75.5
Utah,2026-01,Pseudomonas aeruginosa,Meropenem,94,71,75.5
Utah,2026-01,Pseudomonas aeruginosa,Piperacillin-Tazobactam,94,76,80.9
Utah,2026-01,Staphylococcus aureus,Cephalexin,111,104,93.7
Utah,2026-01,Staphylococcus aureus,Clindamycin,111,83,74.8
Utah,2026-01,Staphylococcus aureus,Doxycycline,111,104,93.7
Utah,2026-01,Staphylococcus aureus,Oxacillin,111,106,95.5
Utah,2026-01,Staphylococcus aureus,TMP-SMX,111,100,90.1
Utah,2026-01,Staphylococcus aureus,Vancomycin,111,107,96.4
Utah,2026-01,Streptococcus pneumoniae,Amoxicillin,34,31,91.2
Utah,2026-01,Streptococcus pneumoniae,Azithromycin,34,25,73.5
Utah,2026-01,Streptococcus pneumoniae,Ceftriaxone,34,30,88.2
