patient_zip,county,organism,drug,n_tested,n_susceptible,pct_susceptible,window_start,window_end
84107,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,13,9,69.2,2026-03-31,2026-04-30
84107,Salt Lake,Pseudomonas aeruginosa,Meropenem,13,10,76.9,2026-03-31,2026-04-30
84107,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,13,11,84.6,2026-03-31,2026-04-30
84107,Salt Lake,Staphylococcus aureus,Cephalexin,6,4,66.7,2026-03-31,2026-04-30
84107,Salt Lake,Staphylococcus aureus,Clindamycin,6,5,83.3,2026-03-31,2026-04-30
84107,Salt Lake,Staphylococcus aureus,Doxycycline,6,6,100.0,2026-03-31,2026-04-30
84107,Salt Lake,Staphylococcus aureus,Oxacillin,6,5,83.3,2026-03-31,2026-04-30
84107,Salt Lake,Staphylococcus aureus,TMP-SMX,6,5,83.3,2026-03-31,2026-04-30
84107,Salt Lake,Staphylococcus aureus,Vancomycin,6,6,100.0,2026-03-31,2026-04-30
84107,Salt Lake,Streptococcus pneumoniae,Amoxicillin,3,3,100.0,2026-03-31,2026-04-30
84107,Salt Lake,Streptococcus pneumoniae,Azithromycin,3,2,66.7,2026-03-31,2026-04-30
84107,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,3,0,0.0,2026-03-31,2026-04-30
84107,Salt Lake,Streptococcus pneumoniae,Doxycycline,3,2,66.7,2026-03-31,2026-04-30
84107,Salt Lake,Streptococcus pneumoniae,Levofloxacin,3,3,100.0,2026-03-31,2026-04-30
84107,Salt Lake,Streptococcus pneumoniae,Penicillin,3,1,33.3,2026-03-31,2026-04-30
84108,Salt Lake,Enterococcus species,Ampicillin,6,4,66.7,2026-03-31,2026-04-30
84108,Salt Lake,Enterococcus species,Linezolid,6,6,100.0,2026-03-31,2026-04-30
84108,Salt Lake,Enterococcus species,Nitrofurantoin,6,5,83.3,2026-03-31,2026-04-30
84108,Salt Lake,Enterococcus species,Vancomycin,6,6,100.0,2026-03-31,2026-04-30
84108,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,34,20,58.8,2026-03-31,2026-04-30
84108,Salt Lake,Escherichia coli,Ampicillin,34,15,44.1,2026-03-31,2026-04-30
84108,Salt Lake,Escherichia coli,Ceftriaxone,34,30,88.2,2026-03-31,2026-04-30
84108,Salt Lake,Escherichia coli,Ciprofloxacin,34,20,58.8,2026-03-31,2026-04-30
84108,Salt Lake,Escherichia coli,Fosfomycin,34,28,82.4,2026-03-31,2026-04-30
84108,Salt Lake,Escherichia coli,Nitrofurantoin,34,31,91.2,2026-03-31,2026-04-30
84108,Salt Lake,Escherichia coli,TMP-SMX,34,26,76.5,2026-03-31,2026-04-30
84108,Salt Lake,Haemophilus influenzae,Amoxicillin,2,1,50.0,2026-03-31,2026-04-30
84108,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,2,2,100.0,2026-03-31,2026-04-30
84108,Salt Lake,Haemophilus influenzae,Azithromycin,2,0,0.0,2026-03-31,2026-04-30
84108,Salt Lake,Haemophilus influenzae,Ceftriaxone,2,2,100.0,2026-03-31,2026-04-30
84108,Salt Lake,Haemophilus influenzae,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84108,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,5,2,40.0,2026-03-31,2026-04-30
84108,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,5,5,100.0,2026-03-31,2026-04-30
84108,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,5,4,80.0,2026-03-31,2026-04-30
84108,Salt Lake,Klebsiella pneumoniae,Ertapenem,5,4,80.0,2026-03-31,2026-04-30
84108,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,5,2,40.0,2026-03-31,2026-04-30
84108,Salt Lake,MRSA,Clindamycin,7,3,42.9,2026-03-31,2026-04-30
84108,Salt Lake,MRSA,Doxycycline,7,6,85.7,2026-03-31,2026-04-30
84108,Salt Lake,MRSA,Linezolid,7,6,85.7,2026-03-31,2026-04-30
84108,Salt Lake,MRSA,TMP-SMX,7,5,71.4,2026-03-31,2026-04-30
84108,Salt Lake,MRSA,Vancomycin,7,7,100.0,2026-03-31,2026-04-30
84108,Salt Lake,Pseudomonas aeruginosa,Cefepime,8,5,62.5,2026-03-31,2026-04-30
84108,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,8,6,75.0,2026-03-31,2026-04-30
84108,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,8,6,75.0,2026-03-31,2026-04-30
84108,Salt Lake,Pseudomonas aeruginosa,Meropenem,8,5,62.5,2026-03-31,2026-04-30
84108,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,8,5,62.5,2026-03-31,2026-04-30
84108,Salt Lake,Staphylococcus aureus,Cephalexin,9,8,88.9,2026-03-31,2026-04-30
84108,Salt Lake,Staphylococcus aureus,Clindamycin,9,8,88.9,2026-03-31,2026-04-30
84108,Salt Lake,Staphylococcus aureus,Doxycycline,9,8,88.9,2026-03-31,2026-04-30
84108,Salt Lake,Staphylococcus aureus,Oxacillin,9,9,100.0,2026-03-31,2026-04-30
84108,Salt Lake,Staphylococcus aureus,TMP-SMX,9,8,88.9,2026-03-31,2026-04-30
84108,Salt Lake,Staphylococcus aureus,Vancomycin,9,7,77.8,2026-03-31,2026-04-30
84108,Salt Lake,Streptococcus pneumoniae,Amoxicillin,6,5,83.3,2026-03-31,2026-04-30
84108,Salt Lake,Streptococcus pneumoniae,Azithromycin,6,5,83.3,2026-03-31,2026-04-30
84108,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,6,5,83.3,2026-03-31,2026-04-30
84108,Salt Lake,Streptococcus pneumoniae,Doxycycline,6,5,83.3,2026-03-31,2026-04-30
84108,Salt Lake,Streptococcus pneumoniae,Levofloxacin,6,5,83.3,2026-03-31,2026-04-30
84108,Salt Lake,Streptococcus pneumoniae,Penicillin,6,4,66.7,2026-03-31,2026-04-30
84109,Salt Lake,Enterococcus species,Ampicillin,8,6,75.0,2026-03-31,2026-04-30
84109,Salt Lake,Enterococcus species,Linezolid,8,8,100.0,2026-03-31,2026-04-30
84109,Salt Lake,Enterococcus species,Nitrofurantoin,8,6,75.0,2026-03-31,2026-04-30
84109,Salt Lake,Enterococcus species,Vancomycin,8,6,75.0,2026-03-31,2026-04-30
84109,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,33,20,60.6,2026-03-31,2026-04-30
84109,Salt Lake,Escherichia coli,Ampicillin,33,13,39.4,2026-03-31,2026-04-30
84109,Salt Lake,Escherichia coli,Ceftriaxone,33,28,84.8,2026-03-31,2026-04-30
84109,Salt Lake,Escherichia coli,Ciprofloxacin,33,21,63.6,2026-03-31,2026-04-30
84109,Salt Lake,Escherichia coli,Fosfomycin,33,28,84.8,2026-03-31,2026-04-30
84109,Salt Lake,Escherichia coli,Nitrofurantoin,33,27,81.8,2026-03-31,2026-04-30
84109,Salt Lake,Escherichia coli,TMP-SMX,33,23,69.7,2026-03-31,2026-04-30
84109,Salt Lake,Haemophilus influenzae,Amoxicillin,3,3,100.0,2026-03-31,2026-04-30
84109,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,3,2,66.7,2026-03-31,2026-04-30
84109,Salt Lake,Haemophilus influenzae,Azithromycin,3,3,100.0,2026-03-31,2026-04-30
84109,Salt Lake,Haemophilus influenzae,Ceftriaxone,3,3,100.0,2026-03-31,2026-04-30
84109,Salt Lake,Haemophilus influenzae,Doxycycline,3,3,100.0,2026-03-31,2026-04-30
84109,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,11,9,81.8,2026-03-31,2026-04-30
84109,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,11,8,72.7,2026-03-31,2026-04-30
84109,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,11,10,90.9,2026-03-31,2026-04-30
84109,Salt Lake,Klebsiella pneumoniae,Ertapenem,11,10,90.9,2026-03-31,2026-04-30
84109,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,11,1,9.1,2026-03-31,2026-04-30
84109,Salt Lake,MRSA,Clindamycin,7,6,85.7,2026-03-31,2026-04-30
84109,Salt Lake,MRSA,Doxycycline,7,6,85.7,2026-03-31,2026-04-30
84109,Salt Lake,MRSA,Linezolid,7,6,85.7,2026-03-31,2026-04-30
84109,Salt Lake,MRSA,TMP-SMX,7,5,71.4,2026-03-31,2026-04-30
84109,Salt Lake,MRSA,Vancomycin,7,7,100.0,2026-03-31,2026-04-30
84109,Salt Lake,Pseudomonas aeruginosa,Cefepime,8,6,75.0,2026-03-31,2026-04-30
84109,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,8,7,87.5,2026-03-31,2026-04-30
84109,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,8,7,87.5,2026-03-31,2026-04-30
84109,Salt Lake,Pseudomonas aeruginosa,Meropenem,8,7,87.5,2026-03-31,2026-04-30
84109,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,8,6,75.0,2026-03-31,2026-04-30
84109,Salt Lake,Staphylococcus aureus,Cephalexin,8,8,100.0,2026-03-31,2026-04-30
84109,Salt Lake,Staphylococcus aureus,Clindamycin,8,6,75.0,2026-03-31,2026-04-30
84109,Salt Lake,Staphylococcus aureus,Doxycycline,8,7,87.5,2026-03-31,2026-04-30
84109,Salt Lake,Staphylococcus aureus,Oxacillin,8,8,100.0,2026-03-31,2026-04-30
84109,Salt Lake,Staphylococcus aureus,TMP-SMX,8,8,100.0,2026-03-31,2026-04-30
84109,Salt Lake,Staphylococcus aureus,Vancomycin,8,8,100.0,2026-03-31,2026-04-30
84109,Salt Lake,Streptococcus pneumoniae,Amoxicillin,5,5,100.0,2026-03-31,2026-04-30
84109,Salt Lake,Streptococcus pneumoniae,Azithromycin,5,4,80.0,2026-03-31,2026-04-30
84109,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,5,4,80.0,2026-03-31,2026-04-30
84109,Salt Lake,Streptococcus pneumoniae,Doxycycline,5,3,60.0,2026-03-31,2026-04-30
84109,Salt Lake,Streptococcus pneumoniae,Levofloxacin,5,4,80.0,2026-03-31,2026-04-30
84109,Salt Lake,Streptococcus pneumoniae,Penicillin,5,5,100.0,2026-03-31,2026-04-30
84111,Salt Lake,Enterococcus species,Ampicillin,6,4,66.7,2026-03-31,2026-04-30
84111,Salt Lake,Enterococcus species,Linezolid,6,6,100.0,2026-03-31,2026-04-30
84111,Salt Lake,Enterococcus species,Nitrofurantoin,6,4,66.7,2026-03-31,2026-04-30
84111,Salt Lake,Enterococcus species,Vancomycin,6,3,50.0,2026-03-31,2026-04-30
84111,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,14,10,71.4,2026-03-31,2026-04-30
84111,Salt Lake,Escherichia coli,Ampicillin,14,6,42.9,2026-03-31,2026-04-30
84111,Salt Lake,Escherichia coli,Ceftriaxone,14,12,85.7,2026-03-31,2026-04-30
84111,Salt Lake,Escherichia coli,Ciprofloxacin,14,10,71.4,2026-03-31,2026-04-30
84111,Salt Lake,Escherichia coli,Fosfomycin,14,10,71.4,2026-03-31,2026-04-30
84111,Salt Lake,Escherichia coli,Nitrofurantoin,14,12,85.7,2026-03-31,2026-04-30
84111,Salt Lake,Escherichia coli,TMP-SMX,14,10,71.4,2026-03-31,2026-04-30
84111,Salt Lake,Haemophilus influenzae,Amoxicillin,2,2,100.0,2026-03-31,2026-04-30
84111,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,2,2,100.0,2026-03-31,2026-04-30
84111,Salt Lake,Haemophilus influenzae,Azithromycin,2,1,50.0,2026-03-31,2026-04-30
84111,Salt Lake,Haemophilus influenzae,Ceftriaxone,2,2,100.0,2026-03-31,2026-04-30
84111,Salt Lake,Haemophilus influenzae,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84111,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,8,5,62.5,2026-03-31,2026-04-30
84111,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,8,6,75.0,2026-03-31,2026-04-30
84111,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,8,5,62.5,2026-03-31,2026-04-30
84111,Salt Lake,Klebsiella pneumoniae,Ertapenem,8,6,75.0,2026-03-31,2026-04-30
84111,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,8,2,25.0,2026-03-31,2026-04-30
84111,Salt Lake,MRSA,Clindamycin,2,0,0.0,2026-03-31,2026-04-30
84111,Salt Lake,MRSA,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84111,Salt Lake,MRSA,Linezolid,2,2,100.0,2026-03-31,2026-04-30
84111,Salt Lake,MRSA,TMP-SMX,2,1,50.0,2026-03-31,2026-04-30
84111,Salt Lake,MRSA,Vancomycin,2,2,100.0,2026-03-31,2026-04-30
84111,Salt Lake,Pseudomonas aeruginosa,Cefepime,5,4,80.0,2026-03-31,2026-04-30
84111,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,5,2,40.0,2026-03-31,2026-04-30
84111,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,5,4,80.0,2026-03-31,2026-04-30
84111,Salt Lake,Pseudomonas aeruginosa,Meropenem,5,5,100.0,2026-03-31,2026-04-30
84111,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,5,3,60.0,2026-03-31,2026-04-30
84111,Salt Lake,Staphylococcus aureus,Cephalexin,1,1,100.0,2026-03-31,2026-04-30
84111,Salt Lake,Staphylococcus aureus,Clindamycin,1,1,100.0,2026-03-31,2026-04-30
84111,Salt Lake,Staphylococcus aureus,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84111,Salt Lake,Staphylococcus aureus,Oxacillin,1,1,100.0,2026-03-31,2026-04-30
84111,Salt Lake,Staphylococcus aureus,TMP-SMX,1,1,100.0,2026-03-31,2026-04-30
84111,Salt Lake,Staphylococcus aureus,Vancomycin,1,1,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Enterococcus species,Ampicillin,4,3,75.0,2026-03-31,2026-04-30
84115,Salt Lake,Enterococcus species,Linezolid,4,4,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Enterococcus species,Nitrofurantoin,4,4,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Enterococcus species,Vancomycin,4,2,50.0,2026-03-31,2026-04-30
84115,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,35,26,74.3,2026-03-31,2026-04-30
84115,Salt Lake,Escherichia coli,Ampicillin,35,15,42.9,2026-03-31,2026-04-30
84115,Salt Lake,Escherichia coli,Ceftriaxone,35,26,74.3,2026-03-31,2026-04-30
84115,Salt Lake,Escherichia coli,Ciprofloxacin,35,20,57.1,2026-03-31,2026-04-30
84115,Salt Lake,Escherichia coli,Fosfomycin,35,33,94.3,2026-03-31,2026-04-30
84115,Salt Lake,Escherichia coli,Nitrofurantoin,35,33,94.3,2026-03-31,2026-04-30
84115,Salt Lake,Escherichia coli,TMP-SMX,35,28,80.0,2026-03-31,2026-04-30
84115,Salt Lake,Haemophilus influenzae,Amoxicillin,1,1,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,1,1,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Haemophilus influenzae,Azithromycin,1,1,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Haemophilus influenzae,Ceftriaxone,1,1,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Haemophilus influenzae,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,6,5,83.3,2026-03-31,2026-04-30
84115,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,6,5,83.3,2026-03-31,2026-04-30
84115,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,6,4,66.7,2026-03-31,2026-04-30
84115,Salt Lake,Klebsiella pneumoniae,Ertapenem,6,6,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,6,4,66.7,2026-03-31,2026-04-30
84115,Salt Lake,MRSA,Clindamycin,7,3,42.9,2026-03-31,2026-04-30
84115,Salt Lake,MRSA,Doxycycline,7,5,71.4,2026-03-31,2026-04-30
84115,Salt Lake,MRSA,Linezolid,7,7,100.0,2026-03-31,2026-04-30
84115,Salt Lake,MRSA,TMP-SMX,7,7,100.0,2026-03-31,2026-04-30
84115,Salt Lake,MRSA,Vancomycin,7,6,85.7,2026-03-31,2026-04-30
84115,Salt Lake,Pseudomonas aeruginosa,Cefepime,9,7,77.8,2026-03-31,2026-04-30
84115,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,9,9,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,9,7,77.8,2026-03-31,2026-04-30
84115,Salt Lake,Pseudomonas aeruginosa,Meropenem,9,8,88.9,2026-03-31,2026-04-30
84115,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,9,7,77.8,2026-03-31,2026-04-30
84115,Salt Lake,Staphylococcus aureus,Cephalexin,12,12,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Staphylococcus aureus,Clindamycin,12,12,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Staphylococcus aureus,Doxycycline,12,10,83.3,2026-03-31,2026-04-30
84115,Salt Lake,Staphylococcus aureus,Oxacillin,12,12,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Staphylococcus aureus,TMP-SMX,12,10,83.3,2026-03-31,2026-04-30
84115,Salt Lake,Staphylococcus aureus,Vancomycin,12,12,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Streptococcus pneumoniae,Amoxicillin,1,1,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Streptococcus pneumoniae,Azithromycin,1,1,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,1,1,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Streptococcus pneumoniae,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Streptococcus pneumoniae,Levofloxacin,1,1,100.0,2026-03-31,2026-04-30
84115,Salt Lake,Streptococcus pneumoniae,Penicillin,1,1,100.0,2026-03-31,2026-04-30
84117,Salt Lake,Enterococcus species,Ampicillin,7,2,28.6,2026-03-31,2026-04-30
84117,Salt Lake,Enterococcus species,Linezolid,7,6,85.7,2026-03-31,2026-04-30
84117,Salt Lake,Enterococcus species,Nitrofurantoin,7,7,100.0,2026-03-31,2026-04-30
84117,Salt Lake,Enterococcus species,Vancomycin,7,3,42.9,2026-03-31,2026-04-30
84117,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,33,19,57.6,2026-03-31,2026-04-30
84117,Salt Lake,Escherichia coli,Ampicillin,33,10,30.3,2026-03-31,2026-04-30
84117,Salt Lake,Escherichia coli,Ceftriaxone,33,27,81.8,2026-03-31,2026-04-30
84117,Salt Lake,Escherichia coli,Ciprofloxacin,33,21,63.6,2026-03-31,2026-04-30
84117,Salt Lake,Escherichia coli,Fosfomycin,33,32,97.0,2026-03-31,2026-04-30
84117,Salt Lake,Escherichia coli,Nitrofurantoin,33,25,75.8,2026-03-31,2026-04-30
84117,Salt Lake,Escherichia coli,TMP-SMX,33,27,81.8,2026-03-31,2026-04-30
84117,Salt Lake,Haemophilus influenzae,Amoxicillin,3,0,0.0,2026-03-31,2026-04-30
84117,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,3,3,100.0,2026-03-31,2026-04-30
84117,Salt Lake,Haemophilus influenzae,Azithromycin,3,2,66.7,2026-03-31,2026-04-30
84117,Salt Lake,Haemophilus influenzae,Ceftriaxone,3,3,100.0,2026-03-31,2026-04-30
84117,Salt Lake,Haemophilus influenzae,Doxycycline,3,2,66.7,2026-03-31,2026-04-30
84117,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,10,6,60.0,2026-03-31,2026-04-30
84117,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,10,6,60.0,2026-03-31,2026-04-30
84117,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,10,10,100.0,2026-03-31,2026-04-30
84117,Salt Lake,Klebsiella pneumoniae,Ertapenem,10,9,90.0,2026-03-31,2026-04-30
84117,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,10,4,40.0,2026-03-31,2026-04-30
84117,Salt Lake,MRSA,Clindamycin,2,2,100.0,2026-03-31,2026-04-30
84117,Salt Lake,MRSA,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84117,Salt Lake,MRSA,Linezolid,2,1,50.0,2026-03-31,2026-04-30
84117,Salt Lake,MRSA,TMP-SMX,2,0,0.0,2026-03-31,2026-04-30
84117,Salt Lake,MRSA,Vancomycin,2,2,100.0,2026-03-31,2026-04-30
84117,Salt Lake,Pseudomonas aeruginosa,Cefepime,3,2,66.7,2026-03-31,2026-04-30
84117,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,3,1,33.3,2026-03-31,2026-04-30
84117,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,3,3,100.0,2026-03-31,2026-04-30
84117,Salt Lake,Pseudomonas aeruginosa,Meropenem,3,1,33.3,2026-03-31,2026-04-30
84117,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,3,2,66.7,2026-03-31,2026-04-30
84117,Salt Lake,Staphylococcus aureus,Cephalexin,11,11,100.0,2026-03-31,2026-04-30
84117,Salt Lake,Staphylococcus aureus,Clindamycin,11,10,90.9,2026-03-31,2026-04-30
84117,Salt Lake,Staphylococcus aureus,Doxycycline,11,10,90.9,2026-03-31,2026-04-30
84117,Salt Lake,Staphylococcus aureus,Oxacillin,11,10,90.9,2026-03-31,2026-04-30
84117,Salt Lake,Staphylococcus aureus,TMP-SMX,11,11,100.0,2026-03-31,2026-04-30
84117,Salt Lake,Staphylococcus aureus,Vancomycin,11,10,90.9,2026-03-31,2026-04-30
84117,Salt Lake,Streptococcus pneumoniae,Amoxicillin,2,2,100.0,2026-03-31,2026-04-30
84117,Salt Lake,Streptococcus pneumoniae,Azithromycin,2,1,50.0,2026-03-31,2026-04-30
84117,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,2,2,100.0,2026-03-31,2026-04-30
84117,Salt Lake,Streptococcus pneumoniae,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84117,Salt Lake,Streptococcus pneumoniae,Levofloxacin,2,2,100.0,2026-03-31,2026-04-30
84117,Salt Lake,Streptococcus pneumoniae,Penicillin,2,2,100.0,2026-03-31,2026-04-30
84118,Salt Lake,Enterococcus species,Ampicillin,16,13,81.2,2026-03-31,2026-04-30
84118,Salt Lake,Enterococcus species,Linezolid,16,15,93.8,2026-03-31,2026-04-30
84118,Salt Lake,Enterococcus species,Nitrofurantoin,16,13,81.2,2026-03-31,2026-04-30
84118,Salt Lake,Enterococcus species,Vancomycin,16,12,75.0,2026-03-31,2026-04-30
84118,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,51,31,60.8,2026-03-31,2026-04-30
84118,Salt Lake,Escherichia coli,Ampicillin,51,25,49.0,2026-03-31,2026-04-30
84118,Salt Lake,Escherichia coli,Ceftriaxone,51,44,86.3,2026-03-31,2026-04-30
84118,Salt Lake,Escherichia coli,Ciprofloxacin,51,37,72.5,2026-03-31,2026-04-30
84118,Salt Lake,Escherichia coli,Fosfomycin,51,44,86.3,2026-03-31,2026-04-30
84118,Salt Lake,Escherichia coli,Nitrofurantoin,51,43,84.3,2026-03-31,2026-04-30
84118,Salt Lake,Escherichia coli,TMP-SMX,51,33,64.7,2026-03-31,2026-04-30
84118,Salt Lake,Haemophilus influenzae,Amoxicillin,1,0,0.0,2026-03-31,2026-04-30
84118,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,1,1,100.0,2026-03-31,2026-04-30
84118,Salt Lake,Haemophilus influenzae,Azithromycin,1,1,100.0,2026-03-31,2026-04-30
84118,Salt Lake,Haemophilus influenzae,Ceftriaxone,1,0,0.0,2026-03-31,2026-04-30
84118,Salt Lake,Haemophilus influenzae,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84118,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,11,9,81.8,2026-03-31,2026-04-30
84118,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,11,7,63.6,2026-03-31,2026-04-30
84118,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,11,9,81.8,2026-03-31,2026-04-30
84118,Salt Lake,Klebsiella pneumoniae,Ertapenem,11,9,81.8,2026-03-31,2026-04-30
84118,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,11,6,54.5,2026-03-31,2026-04-30
84118,Salt Lake,MRSA,Clindamycin,12,5,41.7,2026-03-31,2026-04-30
84118,Salt Lake,MRSA,Doxycycline,12,9,75.0,2026-03-31,2026-04-30
84118,Salt Lake,MRSA,Linezolid,12,11,91.7,2026-03-31,2026-04-30
84118,Salt Lake,MRSA,TMP-SMX,12,12,100.0,2026-03-31,2026-04-30
84118,Salt Lake,MRSA,Vancomycin,12,10,83.3,2026-03-31,2026-04-30
84118,Salt Lake,Pseudomonas aeruginosa,Cefepime,12,8,66.7,2026-03-31,2026-04-30
84118,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,12,12,100.0,2026-03-31,2026-04-30
84118,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,12,8,66.7,2026-03-31,2026-04-30
84118,Salt Lake,Pseudomonas aeruginosa,Meropenem,12,9,75.0,2026-03-31,2026-04-30
84118,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,12,9,75.0,2026-03-31,2026-04-30
84118,Salt Lake,Staphylococcus aureus,Cephalexin,11,11,100.0,2026-03-31,2026-04-30
84118,Salt Lake,Staphylococcus aureus,Clindamycin,11,7,63.6,2026-03-31,2026-04-30
84118,Salt Lake,Staphylococcus aureus,Doxycycline,11,9,81.8,2026-03-31,2026-04-30
84118,Salt Lake,Staphylococcus aureus,Oxacillin,11,10,90.9,2026-03-31,2026-04-30
84118,Salt Lake,Staphylococcus aureus,TMP-SMX,11,10,90.9,2026-03-31,2026-04-30
84118,Salt Lake,Staphylococcus aureus,Vancomycin,11,9,81.8,2026-03-31,2026-04-30
84118,Salt Lake,Streptococcus pneumoniae,Amoxicillin,5,5,100.0,2026-03-31,2026-04-30
84118,Salt Lake,Streptococcus pneumoniae,Azithromycin,5,4,80.0,2026-03-31,2026-04-30
84118,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,5,3,60.0,2026-03-31,2026-04-30
84118,Salt Lake,Streptococcus pneumoniae,Doxycycline,5,4,80.0,2026-03-31,2026-04-30
84118,Salt Lake,Streptococcus pneumoniae,Levofloxacin,5,4,80.0,2026-03-31,2026-04-30
84118,Salt Lake,Streptococcus pneumoniae,Penicillin,5,4,80.0,2026-03-31,2026-04-30
84119,Salt Lake,Enterococcus species,Ampicillin,11,7,63.6,2026-03-31,2026-04-30
84119,Salt Lake,Enterococcus species,Linezolid,11,9,81.8,2026-03-31,2026-04-30
84119,Salt Lake,Enterococcus species,Nitrofurantoin,11,9,81.8,2026-03-31,2026-04-30
84119,Salt Lake,Enterococcus species,Vancomycin,11,9,81.8,2026-03-31,2026-04-30
84119,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,42,27,64.3,2026-03-31,2026-04-30
84119,Salt Lake,Escherichia coli,Ampicillin,42,16,38.1,2026-03-31,2026-04-30
84119,Salt Lake,Escherichia coli,Ceftriaxone,42,38,90.5,2026-03-31,2026-04-30
